node,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,pagerank_centrality,clustering_coefficient
24,0.00396235760277365,0.00024764735017335313,0.0,0,7.743425555175698e-05,0.9
25,0.017087667161961365,0.0010318639590556381,4.626619248529649e-05,0,8.392077545149606e-05,0.2885763000852515
26,0.016840019811788013,0.0014858841010401188,4.320552001374962e-05,0,8.721402681661686e-05,0.4113257243195786
27,0.0012382367508667657,0.00024764735017335313,0.0,0,7.743425555175698e-05,0.9
28,0.0032194155522535907,0.0004952947003467063,1.533610045661092e-08,0,8.2137996256356e-05,0.7692307692307693
29,0.0032194155522535907,0.0004952947003467063,1.814957759981872e-05,0,8.566580178480528e-05,0.46153846153846156
30,0.004210004952947003,0.0005572065378900445,1.0533060995088626e-06,0,7.869535269697792e-05,0.5
31,0.005695889053987122,0.0012134720158494302,0.00010864858727278122,0,8.310799176278098e-05,0.43478260869565216
32,0.0014858841010401188,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
33,0.0004952947003467063,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
34,0.0012382367508667657,0.00024764735017335313,5.8625807939723274e-06,0,7.743425555175698e-05,0.6
35,0.0004952947003467063,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
36,0.0027241208519068845,0.00024764735017335313,0.0,0,7.743425555175698e-05,0.9636363636363636
37,0.00024764735017335313,0.00024764735017335313,0.0,0,7.743425555175698e-05,0
38,0.002228826151560178,0.0004952947003467063,4.392940775238105e-07,0,8.090016975514575e-05,0.3611111111111111
39,0.003714710252600297,0.0009905894006934125,1.1385228862788773e-07,0,7.964207755939223e-05,0.49523809523809526
40,0.010896483407627538,0.0015430334895416618,7.146063581935077e-05,0,8.74630551763195e-05,0.4048625792811839
41,0.005943536404160475,0.0015168400198117878,2.8669987798053193e-06,0,0.00010535606083556936,0.4673913043478261
42,0.0004952947003467063,0.0004952947003467063,0.0,0,0.0001432866254161433,1.0
43,0.00024764735017335313,0.00024764735017335313,0.0,0,7.743425555175698e-05,0
44,0.0014858841010401188,0.0012191869546995847,0.0,0,8.875651457151936e-05,1.0
45,0.0029717682020802376,0.00024764735017335313,0.0,0,7.743425555175698e-05,0.7272727272727273
46,0.0012382367508667657,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
47,0.0004952947003467063,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
48,0.005448241703813769,0.0007738979692917285,0.00017520809701180006,0,8.601185257206911e-05,0.329004329004329
49,0.0009905894006934125,0.00024764735017335313,0.0,0,7.743425555175698e-05,0.5
50,0.0027241208519068845,0.00024764735017335313,0.0,0,7.743425555175698e-05,0.5636363636363636
51,0.001733531451213472,0.0013372956909361068,4.057007146188533e-07,0,8.636864771687983e-05,0.8571428571428571
52,0.0004952947003467063,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
53,0.007677067855373947,0.0009334400121918695,5.58547573547025e-05,0,8.97908916861295e-05,0.3827956989247312
54,0.001981178801386825,0.0012537147102526002,0.0002613542539159012,0,0.00010469289929581718,0.5714285714285714
55,0.004210004952947003,0.0011031563780449366,1.6853308255794352e-08,0,7.974049043304939e-05,0.8308823529411765
56,0.019316493313521546,0.002228826151560178,0.00035693632814581567,0,9.550857421481421e-05,0.34865134865134867
57,0.003714710252600297,0.000866765725606736,3.2995703131813162e-06,0,8.567511856960534e-05,0.5238095238095238
58,0.0029717682020802376,0.00024764735017335313,2.9217892033158096e-05,0,7.743425555175698e-05,0.2727272727272727
59,0.0047052996532937095,0.0015500889696035806,1.793578142145867e-07,0,8.08070004132318e-05,0.7777777777777778
60,0.001981178801386825,0.0014947286492605957,3.5053943900824955e-08,0,7.861192141775225e-05,0.6785714285714286
61,0.0007429420505200594,0.0004952947003467063,6.134440182644368e-08,0,8.155002866828113e-05,0.6666666666666666
62,0.0064388311045071814,0.0016097077761267954,2.579637828314429e-06,0,7.980850666105066e-05,0.5230769230769231
63,0.0014858841010401188,0.0014947286492605957,0.0,0,7.861192141775225e-05,1.0
64,0.001733531451213472,0.00024764735017335313,0.0,0,7.743425555175698e-05,0.9523809523809523
65,0.0029717682020802376,0.0012134720158494302,5.3869503036347944e-05,0,8.419342112026652e-05,0.5
66,0.003714710252600297,0.0017438500908040283,2.216763611455578e-08,0,8.21792534442656e-05,0.8761904761904762
67,0.018821198613174838,0.0037250288921908533,0.0011037033348953746,0,0.00012330505722776917,0.36140350877192984
68,0.002228826151560178,0.00024764735017335313,0.0,0,7.743425555175698e-05,0.8333333333333334
69,0.0024764735017335313,0.0026637190591816766,1.2740539535904423e-06,0,8.835517080803333e-05,0.6444444444444445
70,0.0004952947003467063,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
71,0.0007429420505200594,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
72,0.005943536404160475,0.0029134982373335665,1.042846752280724e-06,0,8.991181764417224e-05,0.605072463768116
73,0.0024764735017335313,0.0014328168117172576,5.069554544746937e-07,0,9.096072996859961e-05,0.5333333333333333
74,0.00024764735017335313,0.00024764735017335313,0.0,0,7.743425555175698e-05,0
75,0.003467062902426944,0.0024764735017335313,1.120949889272792e-06,0,8.159354537188108e-05,0.7582417582417582
76,0.0007429420505200594,0.0008104822369309738,0.0,0,7.853242792139823e-05,1.0
77,0.0014858841010401188,0.0011256697735152414,5.929958843222888e-07,0,7.934199709458435e-05,0.6
78,0.002228826151560178,0.0004952947003467063,0.0,0,8.47511855366888e-05,1.0
79,0.0029717682020802376,0.0024764735017335313,9.74293440772929e-09,0,8.271063711882547e-05,0.9393939393939394
80,0.005695889053987122,0.0010566286940729734,0.0006032708280867135,0,9.174820202877949e-05,0.5217391304347826
81,0.0007429420505200594,0.00024764735017335313,0.0,0,7.743425555175698e-05,0.6666666666666666
82,0.008420009905894007,0.0033294810412195256,0.0007036630164574967,0,0.00011063062316877566,0.41711229946524064
83,0.001733531451213472,0.001547795938583457,4.057007146188533e-07,0,0.00011085798615395435,0.8571428571428571
84,0.0032194155522535907,0.0031001779392071612,8.385032559827881e-06,0,0.0001575361991168056,0.4230769230769231
85,0.003467062902426944,0.0019160084460780478,2.991893706719164e-07,0,8.975104043347496e-05,0.6483516483516484
86,0.0014858841010401188,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
87,0.0032194155522535907,0.0009905894006934125,7.57505670187338e-05,0,9.40330286320761e-05,0.6410256410256411
88,0.004952947003467063,0.0029134982373335665,1.4068293491462842e-05,0,0.00011119988689315297,0.3368421052631579
89,0.001981178801386825,0.0007924715205547301,4.4985894672725367e-07,0,9.56425629075919e-05,0.6785714285714286
90,0.0004952947003467063,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
91,0.001981178801386825,0.0004952947003467063,0.0,0,8.684173696095503e-05,0.6785714285714286
92,0.005200594353640416,0.0012382367508667657,6.807303291422513e-07,0,9.895046519916737e-05,0.7761904761904762
93,0.001981178801386825,0.0012537147102526002,2.453776073057747e-07,0,9.558549865544795e-05,0.8571428571428571
94,0.005448241703813769,0.002022453359749051,2.684300578334273e-06,0,9.547272140041809e-05,0.6666666666666666
95,0.0014858841010401188,0.0007738979692917285,2.044813394214789e-08,0,0.00010687921078356274,0.8666666666666667
96,0.002228826151560178,0.0012445866829224926,8.711905389794142e-07,0,8.038541497230268e-05,0.3888888888888889
97,0.0007429420505200594,0.00024764735017335313,0.0,0,7.743425555175698e-05,0.6666666666666666
98,0.012134720158494303,0.003540687790316319,0.00027462624554271516,0,9.67997510999125e-05,0.5246598639455783
99,0.0032194155522535907,0.0007429420505200594,4.396348797561797e-07,0,8.978157490132942e-05,0.6410256410256411
100,0.002228826151560178,0.0004952947003467063,2.8465388886536007e-05,0,8.84096505291547e-05,0.6111111111111112
101,0.0047052996532937095,0.0018573551263001485,3.273184141754619e-07,0,9.945149485842406e-05,0.8304093567251462
102,0.0014858841010401188,0.0006603929337956083,0.0,0,8.507188447502528e-05,1.0
103,0.00396235760277365,0.002852897473997028,9.167738794943978e-05,0,8.528786744542655e-05,0.55
104,0.0079247152055473,0.0033173226441825907,1.2817736264529521e-06,0,9.667946383562642e-05,0.6088709677419355
105,0.003467062902426944,0.0021792966815255077,0.00021146341155639742,0,0.00010533834282325241,0.6703296703296703
106,0.001981178801386825,0.0022752600297176817,1.2901095116108702e-06,0,9.266221101284983e-05,0.42857142857142855
107,0.258791480931154,0.0004952947003467063,0.0002431633580582188,0,8.342083463033756e-05,0.049038479165520905
108,0.0032194155522535907,0.0014269204462369395,3.7014536102109147e-06,0,9.120222563536374e-05,0.7948717948717948
109,0.009162951956414065,0.0037202135270485936,0.0002002125839272193,0,0.00010082776282208342,0.53003003003003
110,0.0012382367508667657,0.0007429420505200594,0.0,0,9.915350265178726e-05,1.0
111,0.003467062902426944,0.001872833085685983,2.1385340081163006e-06,0,0.00013567821791457936,0.5604395604395604
112,0.0007429420505200594,0.0005572065378900445,0.0,0,8.247208893471462e-05,1.0
113,0.009905894006934125,0.004011887072808321,0.00041142362677479863,0,0.00010983996461647936,0.5371794871794872
114,0.00024764735017335313,0.00024764735017335313,0.0,0,7.743425555175698e-05,0
115,0.005200594353640416,0.001981178801386825,2.7340859091813576e-06,0,0.00011765375995131488,0.5333333333333333
116,0.004210004952947003,0.0020637279181112763,9.806584236421762e-07,0,0.00011809312439423587,0.6617647058823529
117,0.0014858841010401188,0.0011957829194084767,6.591773867409297e-07,0,0.00010413344016367839,0.4666666666666667
118,0.008915304606240713,0.004298450435151773,5.885971514559093e-06,0,0.00012073786988247561,0.5365079365079365
119,0.015354135710747894,0.006714438639377526,0.006358997369476009,0,0.0002087717036132196,0.28714965626652567
120,0.0009905894006934125,0.00024764735017335313,0.0,0,7.743425555175698e-05,0.5
121,0.0029717682020802376,0.003594880889613191,2.517921097729974e-06,0,0.00010993878843750261,0.4696969696969697
122,0.015601783060921248,0.006187837168520675,0.0009951609544850233,0,0.00013574362977824422,0.38556067588325654
123,0.004457652303120356,0.004842881514501128,4.804258216103939e-07,0,9.824113748854062e-05,0.6928104575163399
124,0.0009905894006934125,0.0004952947003467063,3.3326806873211396e-06,0,8.155002866828113e-05,0.5
125,0.0009905894006934125,0.004241261414619368,0.0003138518403994111,0,8.187990325038442e-05,0.6666666666666666
126,0.001733531451213472,0.0021842496285289746,4.4328633224584896e-07,0,0.00010948076702623342,0.7619047619047619
127,0.00396235760277365,0.0013207858675912166,2.9347983905594328e-06,0,9.375006602904191e-05,0.7333333333333333
128,0.006934125804853888,0.005448241703813769,0.00037266190138406015,0,9.555053717525987e-05,0.5952380952380952
129,0.001733531451213472,0.0009905894006934125,1.6832305379207108e-08,0,8.46206164341032e-05,0.9047619047619048
130,0.00396235760277365,0.0026056808148674547,5.229037401896728e-06,0,0.00011224339883444642,0.35833333333333334
131,0.001733531451213472,0.0006603929337956083,0.0,0,8.507188447502528e-05,1.0
132,0.00396235760277365,0.0049084261315257855,7.4716964060146035e-06,0,9.907102658450673e-05,0.4
133,0.004457652303120356,0.0022642043444420857,2.8448672326384466e-06,0,9.863344752699112e-05,0.5882352941176471
134,0.0047052996532937095,0.005046792315111702,4.2886737271366715e-06,0,0.00010787696658010577,0.7076023391812866
135,0.0024764735017335313,0.0011013790047183338,0.0,0,9.066625896177241e-05,1.0
136,0.03293709757305597,0.005261958298816114,0.0022728685849863245,0,0.0001597922901589079,0.32137161084529503
137,0.00396235760277365,0.0022027580094366676,3.4557346362229934e-06,0,0.0001394798553435772,0.5333333333333333
138,0.0004952947003467063,0.0005572065378900445,0.0,0,8.247208893471462e-05,1.0
139,0.002228826151560178,0.0010731385174178635,0.0,0,8.408102197533378e-05,0.9722222222222222
140,0.0027241208519068845,0.0024383739093991694,1.5591702130887768e-06,0,0.00012632012053584785,0.8909090909090909
141,0.006934125804853888,0.0056397216137416195,5.409708726928875e-06,0,0.00012136946409918467,0.5555555555555556
142,0.010648836057454186,0.005943536404160475,9.177907567289567e-06,0,0.00014909629455605087,0.530454042081949
143,0.0029717682020802376,0.0015168400198117878,4.437245065446092e-06,0,0.00019009172689789355,0.6060606060606061
144,0.003714710252600297,0.002385669473336635,2.3557954312516217e-06,0,0.00014882929637932455,0.7047619047619048
145,0.0004952947003467063,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
146,0.0024764735017335313,0.005478923676401618,2.8115417530654615e-06,0,9.240034036455463e-05,0.4666666666666667
147,0.0014858841010401188,0.0009905894006934125,6.134440182644368e-08,0,0.00013719753390435284,0.9333333333333333
148,0.004952947003467063,0.006134578645722776,6.174647180201614e-06,0,0.0001321965320452303,0.42105263157894735
149,0.003467062902426944,0.002111519512004379,6.926805372902598e-07,0,0.00014213936143763837,0.7802197802197802
150,0.0027241208519068845,0.0047309989066135864,0.0006372321427556315,0,0.00010787825464576717,0.5636363636363636
151,0.001733531451213472,0.0019104224156230097,4.907552146115494e-07,0,0.0001145904963593478,0.9047619047619048
152,0.0012382367508667657,0.0004952947003467063,1.8403320547933104e-07,0,8.47511855366888e-05,0.7
153,0.0004952947003467063,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
154,0.0004952947003467063,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
155,0.0007429420505200594,0.0004952947003467063,3.067220091322184e-08,0,8.155002866828113e-05,0.6666666666666666
156,0.0029717682020802376,0.005400309958618926,2.9169579921908635e-06,0,9.727123089161278e-05,0.5303030303030303
157,0.0007429420505200594,0.0007924715205547301,0.0,0,0.00018147477003248484,0.6666666666666666
158,0.006191183754333828,0.0060199136243073974,1.16867617163962e-05,0,0.0001324264826175524,0.3566666666666667
159,0.003467062902426944,0.0016179626877992404,1.1333203293842504e-05,0,0.00010402867347976432,0.6263736263736264
160,0.0004952947003467063,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
161,0.006191183754333828,0.005964173683341588,4.952527490636463e-06,0,0.0001135823535219709,0.5466666666666666
162,0.001981178801386825,0.0017529547727956959,2.5560167427684864e-08,0,0.00011511386642466229,0.8571428571428571
163,0.0014858841010401188,0.004678766008632279,0.0036885815222565885,0,0.00010792505924324918,0.5333333333333333
164,0.0007429420505200594,0.0020224533597490504,5.520996164379931e-08,0,8.603781863922096e-05,0.6666666666666666
165,0.0027241208519068845,0.0034998397575969464,1.333193990011445e-06,0,0.0001079016577341184,0.6
166,0.0009905894006934125,0.00024764735017335313,0.0,0,7.743425555175698e-05,0.6666666666666666
167,0.001733531451213472,0.0016179626877992404,6.134440182644368e-08,0,0.00012006497625894792,0.9047619047619048
168,0.0027241208519068845,0.004546675860372215,1.4961321904124498e-06,0,0.00011965495122644569,0.6909090909090909
169,0.009410599306587419,0.00812324242014908,1.3140078607739595e-05,0,0.00021787076940997462,0.4395448079658606
170,0.011391778107974244,0.007444738897994822,2.2465114081858912e-05,0,0.0001685378909151569,0.4714975845410628
171,0.005448241703813769,0.005005083287714084,0.003264939256004645,0,0.00011421121077987852,0.21645021645021645
172,0.010153541357107478,0.006818696955196817,1.7097241459483148e-05,0,0.00014928666805047604,0.45975609756097563
173,0.0029717682020802376,0.004076776948106909,0.0048358807566961605,0,0.00016588250166174557,0.24242424242424243
174,0.0009905894006934125,0.0007924715205547301,6.134440182644368e-08,0,0.00015261898123650737,0.8333333333333334
175,0.004210004952947003,0.0023774145616641904,2.0884433828630174e-05,0,0.00017716118827689514,0.4264705882352941
176,0.003467062902426944,0.006641299546202964,9.571545852274174e-07,0,0.00011936008651405224,0.7252747252747253
177,0.0027241208519068845,0.0022027580094366676,5.112033485536973e-08,0,0.00018325032968003878,0.7636363636363637
178,0.0032194155522535907,0.0024260268192908114,2.7735272484730204e-06,0,0.00010032913575644945,0.46153846153846156
179,0.0007429420505200594,0.0007429420505200594,0.0,0,0.0002091389952805296,0.6666666666666666
180,0.004952947003467063,0.002385669473336635,7.592762752235369e-07,0,0.00011529940799320774,0.7578947368421053
181,0.0024764735017335313,0.0009905894006934125,2.453776073057747e-07,0,0.0001190791695972034,0.8666666666666667
182,0.0007429420505200594,0.0004952947003467063,3.067220091322184e-08,0,0.00011036044048395014,0.6666666666666666
183,0.0004952947003467063,0.0016265928227295239,0.0,0,8.50635742593281e-05,1.0
184,0.004457652303120356,0.0024383739093991694,2.4023619734514725e-06,0,0.00013754199927956117,0.6339869281045751
185,0.0064388311045071814,0.00810643046898619,8.12891867097061e-06,0,0.00014922424179121584,0.5384615384615384
186,0.010896483407627538,0.007809286355890228,2.2401603818575724e-05,0,0.0001601678569271706,0.4978858350951374
187,0.00396235760277365,0.0023599335722401887,2.2062297242732596e-07,0,0.00011754090097041374,0.8583333333333333
188,0.01188707280832095,0.010036150080726603,1.7819398815457526e-05,0,0.00022972612520417917,0.45567375886524825
189,0.001733531451213472,0.005125873170398456,0.0,0,0.00012497593623573265,0.9523809523809523
190,0.0009905894006934125,0.0011740318823033036,1.6562988493139794e-07,0,9.131686417509873e-05,0.5
191,0.0007429420505200594,0.002015468434487751,0.0,0,9.08779170063084e-05,1.0
192,0.0012382367508667657,0.0016647405206097628,6.134440182644367e-07,0,0.00017294032996924193,0.4
193,0.0012382367508667657,0.0010318639590556381,1.2268880365288735e-07,0,0.00016851384563893915,0.7
194,0.0047052996532937095,0.0026294321591935435,2.612640812376467e-06,0,0.0001315039461700293,0.8245614035087719
195,0.002228826151560178,0.0010318639590556381,0.0,0,0.000111941774290587,1.0
196,0.0032194155522535907,0.004149045605212024,4.18704463428017e-06,0,0.00010895738864545847,0.717948717948718
197,0.00396235760277365,0.0022365651312530955,1.5938854512849778e-06,0,0.00014447964915889212,0.7416666666666667
198,0.0029717682020802376,0.0004952947003467063,7.400787410134707e-05,0,9.938504550655242e-05,0.4696969696969697
199,0.011639425458147598,0.009286775631500743,2.1086021143604277e-05,0,0.00015816481134198638,0.47178538390379277
200,0.014115898959881128,0.011404736399553084,2.155663899639921e-05,0,0.0002468154869073233,0.4342105263157895
201,0.0009905894006934125,0.0007429420505200594,0.0,0,9.915350265178726e-05,1.0
202,0.0009905894006934125,0.0032194155522535907,3.987386118718839e-07,0,0.00011956339548631714,0.6666666666666666
203,0.014115898959881128,0.010901867045674786,2.1756413350667726e-05,0,0.0002081998290652598,0.42857142857142855
204,0.005448241703813769,0.004134502712040493,1.7506737277040974e-05,0,0.00015835438601800774,0.5887445887445888
205,0.0004952947003467063,0.0012296971870676846,0.0,0,0.00022469342190485492,1.0
206,0.0009905894006934125,0.003558078595225698,3.312597698627959e-07,0,0.0001025140466471435,0.5
207,0.0007429420505200594,0.0014947286492605957,0.0,0,7.861192141775225e-05,1.0
208,0.001733531451213472,0.00740627589303486,4.714566767163883e-08,0,9.0388225173219e-05,0.8571428571428571
209,0.00024764735017335313,0.00024764735017335313,0.0,0,7.743425555175698e-05,0
210,0.00024764735017335313,0.00024764735017335313,0.0,0,7.743425555175698e-05,0
211,0.007429420505200594,0.008544865444939738,4.77167693471657e-06,0,0.0001354371675693338,0.6
212,0.004457652303120356,0.00726097002335679,8.465496460014524e-07,0,0.00010358754944653654,0.6993464052287581
213,0.009658246656760773,0.009659794452699356,4.493671806249015e-05,0,0.00018255443074790577,0.30364372469635625
214,0.004210004952947003,0.0031117427913086543,3.1711647721947692e-06,0,0.00017737558100440484,0.5661764705882353
215,0.00024764735017335313,0.00024764735017335313,0.0,0,7.743425555175698e-05,0
216,0.0004952947003467063,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
217,0.001981178801386825,0.005291610046439169,1.175767701673504e-06,0,0.00023136316440440226,0.8214285714285714
218,0.002228826151560178,0.0012736149437486731,0.0,0,0.00013099703688683142,1.0
219,0.0014858841010401188,0.0013207858675912166,1.2268880365288735e-07,0,0.00023113662953001853,0.7333333333333333
220,0.0009905894006934125,0.0012537147102526002,0.0,0,8.513717015006016e-05,1.0
221,0.001981178801386825,0.005566996573487541,1.6358507153718314e-08,0,9.189640887996786e-05,0.8571428571428571
222,0.0027241208519068845,0.00785051375231184,5.600524799604928e-06,0,0.00010530925158431094,0.7454545454545455
223,0.006686478454680535,0.010126024984865993,3.991863552190823e-06,0,0.00014846874190327044,0.7207977207977208
224,0.006934125804853888,0.011085614928224066,6.692572324974214e-06,0,0.00017891506549394168,0.5211640211640212
225,0.0024764735017335313,0.002311375268284629,1.0224066971073945e-08,0,0.00021881772953056985,0.8444444444444444
226,0.003467062902426944,0.0023526498266468548,1.7125312176548858e-07,0,0.00016728995181548807,0.8131868131868132
227,0.003714710252600297,0.003095591877166914,8.383734916280637e-07,0,0.00033927969306419236,0.5428571428571428
228,0.0007429420505200594,0.0004952947003467063,0.0,0,8.155002866828113e-05,1.0
229,0.0014858841010401188,0.005350951673388523,4.122855006085569e-07,0,0.00017681106818887363,0.5333333333333333
230,0.002228826151560178,0.0028003200365756082,2.3617594703180813e-06,0,0.00024341406356872533,0.2777777777777778
231,0.005200594353640416,0.009571174300763747,5.650150357914294e-06,0,0.0001836510501004332,0.4523809523809524
232,0.006191183754333828,0.011480969107653538,3.3233859089083077e-06,0,0.00017707435071732,0.62
233,0.0004952947003467063,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
234,0.0004952947003467063,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
235,0.0012382367508667657,0.005040879758238761,0.0,0,0.00010321114539982719,0.8
236,0.009162951956414065,0.011799796209140914,2.000980413334948e-05,0,0.000242730643283848,0.4099099099099099
237,0.001733531451213472,0.0025790702610910634,0.0,0,0.00017719604337441443,0.8571428571428571
238,0.005695889053987122,0.008924591381872215,3.801594485276337e-06,0,0.00016820260302347003,0.7154150197628458
239,0.014611193660227836,0.015479655600561788,2.9433718316453496e-05,0,0.00041522977582193526,0.418468731735827
240,0.0007429420505200594,0.006033526568026286,0.0,0,0.0001039548635930001,0.6666666666666666
241,0.0004952947003467063,0.0004952947003467063,0.0,0,9.938504550655242e-05,1.0
242,0.005943536404160475,0.008810480331035061,1.5252036296665217e-05,0,0.00019493312369688476,0.5978260869565217
243,0.001981178801386825,0.0021861283325647725,4.907552146115494e-07,0,0.00019552891943820143,0.6428571428571429
244,0.0004952947003467063,0.00024764735017335313,0.0,0,7.743425555175698e-05,1.0
245,0.0012382367508667657,0.0009905894006934125,1.2268880365288735e-07,0,0.00010326927576831139,0.7
246,0.003467062902426944,0.00928371285508517,4.977287295797947e-07,0,0.00011281779568853961,0.5934065934065934
247,0.0007429420505200594,0.0007924715205547301,0.0,0,0.00010600943788018129,0.6666666666666666
248,0.005200594353640416,0.011075447313026251,3.56504346119321e-06,0,0.00016176636605048632,0.5047619047619047
249,0.005943536404160475,0.008602173581742676,1.3856944280258377e-05,0,0.0002474966139775939,0.6268115942028986
250,0.0012382367508667657,0.005061711042394549,1.0190099971170047e-08,0,8.704537136312981e-05,0.8
251,0.003467062902426944,0.005610011343846363,6.914485166432137e-07,0,0.00015484380395858638,0.7802197802197802
252,0.016097077761267953,0.015428956825055589,1.84716619896315e-05,0,0.00039105932341799293,0.4033653846153846
253,0.0007429420505200594,0.0021476302990443247,0.0,0,0.0002750128347136639,0.6666666666666666
254,0.004210004952947003,0.007268253182071905,2.961433986598205e-07,0,0.00020517070426490525,0.9044117647058824
255,0.0004952947003467063,0.0004952947003467063,0.0,0,9.938504550655242e-05,1.0
256,0.0004952947003467063,0.0004952947003467063,0.0,0,0.0001432866254161433,1.0
257,0.004457652303120356,0.009350383683771297,4.7157889553480065e-06,0,0.00014362289143509687,0.5032679738562091
258,0.003714710252600297,0.009034303982298039,6.220794816543777e-07,0,0.00015245251305045897,0.4857142857142857
259,0.001981178801386825,0.0018235850330946914,3.0672200913221837e-07,0,0.0004570697600044443,0.6785714285714286
260,0.001981178801386825,0.006419080088849183,1.4027220714177654e-06,0,0.0002852572397066397,0.39285714285714285
261,0.009410599306587419,0.013673929783841824,7.731200281664469e-06,0,0.00027493837902724765,0.4751066856330014
262,0.0009905894006934125,0.0014567491186667832,0.0,0,0.00012134837335044311,1.0
263,0.001733531451213472,0.0022642043444420857,0.0,0,0.00022661870164993617,0.9523809523809523
264,0.0012382367508667657,0.0014567491186667832,0.0,0,0.0005309977814549161,1.0
265,0.006686478454680535,0.013267685213468564,4.0758966254646596e-06,0,0.00024522504362398985,0.6410256410256411
266,0.004457652303120356,0.007467899575546256,8.722545447291767e-08,0,0.00024861639478053834,0.8823529411764706
267,0.0004952947003467063,0.0004952947003467063,0.0,0,8.155002866828113e-05,1.0
268,0.0027241208519068845,0.010973560969064777,1.0224066971073945e-08,0,0.00013556097830055562,0.9090909090909091
269,0.0014858841010401188,0.004610050672457805,2.658257412479226e-07,0,0.0001315365193837907,0.4666666666666667
270,0.0009905894006934125,0.007677974988524766,0.0,0,0.0001521421212957022,0.8333333333333334
271,0.018078256562654778,0.01680192021945365,2.9097080009842135e-05,0,0.0005547735239471524,0.386986301369863
272,0.01114413075780089,0.016789912176733483,4.258022646571209e-05,0,0.0004033918185364263,0.35353535353535354
273,0.002228826151560178,0.0015168400198117878,0.0,0,0.00015887837122354,1.0
274,0.003467062902426944,0.00875957876159022,1.568626538767151e-07,0,0.0001455057864337088,0.5604395604395604
275,0.0024764735017335313,0.001981178801386825,6.134440182644368e-08,0,0.00022800791064583032,0.8666666666666667
276,0.004457652303120356,0.013403705070288633,1.0024221287444774e-07,0,0.00022434211223574773,0.7516339869281046
277,0.016097077761267953,0.020503492681593825,5.562273257511868e-05,0,0.0004877683478459343,0.3466346153846154
